Title,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,hot_song,cluster
CANTARES DE NAVIDAD,Trio Vegabajeño ,2Iv6YBslkxslMJQsxshZh5,0.764,0.523,2,-7.371,1,0.0406,0.777,0.0,0.352,0.962,118.671,audio_features,spotify:track:2Iv6YBslkxslMJQsxshZh5,https://api.spotify.com/v1/tracks/2Iv6YBslkxslMJQsxshZh5,https://api.spotify.com/v1/audio-analysis/2Iv6YBslkxslMJQsxshZh5,199720,4,0,4
Eazy  Bone Marrow,G,4XnjPTtMivM4TQc1Y167ao,0.685,0.713,10,-6.695,0,0.203,0.0989,0.0,0.262,0.691,151.973,audio_features,spotify:track:4XnjPTtMivM4TQc1Y167ao,https://api.spotify.com/v1/tracks/4XnjPTtMivM4TQc1Y167ao,https://api.spotify.com/v1/audio-analysis/4XnjPTtMivM4TQc1Y167ao,205669,4,0,5
No Sleep Leak,Lil Uzi Vert ,0QV16pno66L6K3fn4W13b7,0.788,0.689,8,-7.211,1,0.13,0.0112,0.0,0.22,0.681,136.045,audio_features,spotify:track:0QV16pno66L6K3fn4W13b7,https://api.spotify.com/v1/tracks/0QV16pno66L6K3fn4W13b7,https://api.spotify.com/v1/audio-analysis/0QV16pno66L6K3fn4W13b7,189230,4,0,1
Black And White,Niall Horan ,7rpNuuoMbid56XkDsx2FjE,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,audio_features,spotify:track:7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/tracks/7rpNuuoMbid56XkDsx2FjE,https://api.spotify.com/v1/audio-analysis/7rpNuuoMbid56XkDsx2FjE,193090,4,0,5
It  Aries (YuGo),Mike WiLL Made,59LUh4amaXhgrWh6mWKbCn,0.853,0.635,4,-3.82,0,0.0405,0.0107,0.0,0.325,0.174,141.982,audio_features,spotify:track:59LUh4amaXhgrWh6mWKbCn,https://api.spotify.com/v1/tracks/59LUh4amaXhgrWh6mWKbCn,https://api.spotify.com/v1/audio-analysis/59LUh4amaXhgrWh6mWKbCn,271752,4,0,1
Em Calls Paul  Skit,Eminem ,6B3zy3LOKHndqsviCr2z15,0.707,0.314,6,-10.115,0,0.747,0.977,0.0,0.109,0.602,104.014,audio_features,spotify:track:6B3zy3LOKHndqsviCr2z15,https://api.spotify.com/v1/tracks/6B3zy3LOKHndqsviCr2z15,https://api.spotify.com/v1/audio-analysis/6B3zy3LOKHndqsviCr2z15,49024,4,0,2
obvious,Ariana Grande ,0q85C1JiECyYIQthz1posA,0.624,0.672,0,-5.334,1,0.106,0.0967,0.0,0.155,0.26,159.852,audio_features,spotify:track:0q85C1JiECyYIQthz1posA,https://api.spotify.com/v1/tracks/0q85C1JiECyYIQthz1posA,https://api.spotify.com/v1/audio-analysis/0q85C1JiECyYIQthz1posA,146959,4,0,3
Smithereens,Twenty One Pilots ,5G6Gt9RtNaeIE418pd4yre,0.764,0.548,6,-7.627,1,0.14,0.296,1.01e-05,0.0769,0.519,151.02,audio_features,spotify:track:5G6Gt9RtNaeIE418pd4yre,https://api.spotify.com/v1/tracks/5G6Gt9RtNaeIE418pd4yre,https://api.spotify.com/v1/audio-analysis/5G6Gt9RtNaeIE418pd4yre,177040,4,0,5
NEED A MINUTE,Russ ,7o4uJWYedySmbObBamfW9E,0.777,0.541,9,-6.433,1,0.168,0.0433,0.0,0.18,0.167,81.946,audio_features,spotify:track:7o4uJWYedySmbObBamfW9E,https://api.spotify.com/v1/tracks/7o4uJWYedySmbObBamfW9E,https://api.spotify.com/v1/audio-analysis/7o4uJWYedySmbObBamfW9E,164013,4,0,0
182  Heaven,blink,5RBM0pP9EE2azF3okstJIt,0.513,0.892,0,-4.067,1,0.0836,0.082,0.0,0.117,0.469,150.065,audio_features,spotify:track:5RBM0pP9EE2azF3okstJIt,https://api.spotify.com/v1/tracks/5RBM0pP9EE2azF3okstJIt,https://api.spotify.com/v1/audio-analysis/5RBM0pP9EE2azF3okstJIt,197373,4,0,5
Drowns The Whiskey,Jason Aldean ,4ERE39Qs60GxA6gUuGhQz6,0.552,0.698,8,-4.817,1,0.0306,0.29,0.000106,0.0905,0.602,90.007,audio_features,spotify:track:4ERE39Qs60GxA6gUuGhQz6,https://api.spotify.com/v1/tracks/4ERE39Qs60GxA6gUuGhQz6,https://api.spotify.com/v1/audio-analysis/4ERE39Qs60GxA6gUuGhQz6,202067,4,0,6
Ring,T.I. ,3Q7ve0W9OdEmWoCn5pDzJq,0.807,0.668,1,-6.812,1,0.116,0.00278,2.18e-05,0.167,0.121,145.985,audio_features,spotify:track:3Q7ve0W9OdEmWoCn5pDzJq,https://api.spotify.com/v1/tracks/3Q7ve0W9OdEmWoCn5pDzJq,https://api.spotify.com/v1/audio-analysis/3Q7ve0W9OdEmWoCn5pDzJq,174823,4,0,5
About Damn Time,Lizzo ,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4,0,2
No Fear,DeJ Loaf ,2H881m3JRA8lpuuwaQL6zy,0.614,0.682,11,-4.117,0,0.102,0.387,0.0,0.134,0.566,100.202,audio_features,spotify:track:2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/tracks/2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,169853,4,0,6
182  What's My Age Again?,blink,4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,audio_features,spotify:track:4LJhJ6DQS7NwE7UKtvcM52,https://api.spotify.com/v1/tracks/4LJhJ6DQS7NwE7UKtvcM52,https://api.spotify.com/v1/audio-analysis/4LJhJ6DQS7NwE7UKtvcM52,148360,4,0,3
WIN,Jay Rock ,69WMdZSqdQwFgLVpbMsZ2J,0.879,0.595,1,-2.936,1,0.0889,0.0152,0.0,0.391,0.355,125.994,audio_features,spotify:track:69WMdZSqdQwFgLVpbMsZ2J,https://api.spotify.com/v1/tracks/69WMdZSqdQwFgLVpbMsZ2J,https://api.spotify.com/v1/audio-analysis/69WMdZSqdQwFgLVpbMsZ2J,215227,4,0,4
Agosto,Bad Bunny ,0wihfILRNOwE2156Shezc8,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,audio_features,spotify:track:0wihfILRNOwE2156Shezc8,https://api.spotify.com/v1/tracks/0wihfILRNOwE2156Shezc8,https://api.spotify.com/v1/audio-analysis/0wihfILRNOwE2156Shezc8,139041,4,0,2
Play No Games,Big Sean ,3rsOs39rDAYxIOrDTHAgR9,0.755,0.701,1,-3.586,1,0.0455,0.085,0.0,0.452,0.384,81.514,audio_features,spotify:track:3rsOs39rDAYxIOrDTHAgR9,https://api.spotify.com/v1/tracks/3rsOs39rDAYxIOrDTHAgR9,https://api.spotify.com/v1/audio-analysis/3rsOs39rDAYxIOrDTHAgR9,216653,4,0,0
Splash Warning,Meek Mill ,6cPnE82DKBLd7sg02ZNg8K,0.766,0.703,10,-5.877,0,0.163,0.00807,0.0,0.0618,0.331,163.06,audio_features,spotify:track:6cPnE82DKBLd7sg02ZNg8K,https://api.spotify.com/v1/tracks/6cPnE82DKBLd7sg02ZNg8K,https://api.spotify.com/v1/audio-analysis/6cPnE82DKBLd7sg02ZNg8K,168495,4,0,3
End Of Discussion,Rich The Kid ,4nSSZHI4FUIiQOJELTTZdS,0.784,0.58,0,-6.656,1,0.167,0.176,0.0,0.0979,0.338,76.484,audio_features,spotify:track:4nSSZHI4FUIiQOJELTTZdS,https://api.spotify.com/v1/tracks/4nSSZHI4FUIiQOJELTTZdS,https://api.spotify.com/v1/audio-analysis/4nSSZHI4FUIiQOJELTTZdS,236944,4,0,0
Magnolia,Playboi Carti ,1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,audio_features,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/tracks/1e1JKLEDKP7hEQzJfNAgPl,https://api.spotify.com/v1/audio-analysis/1e1JKLEDKP7hEQzJfNAgPl,181812,4,0,3
Hallucinate,Dua Lipa ,1nYeVF5vIBxMxfPoL0SIWg,0.627,0.69,10,-5.396,0,0.139,0.033,0.0,0.0742,0.627,122.053,audio_features,spotify:track:1nYeVF5vIBxMxfPoL0SIWg,https://api.spotify.com/v1/tracks/1nYeVF5vIBxMxfPoL0SIWg,https://api.spotify.com/v1/audio-analysis/1nYeVF5vIBxMxfPoL0SIWg,208505,4,0,4
Waiting On A Miracle,Stephanie Beatriz ,3oRW9ZGPRbLRMneQ5lwflt,0.48,0.554,1,-8.145,0,0.069,0.171,0.0,0.131,0.267,190.066,audio_features,spotify:track:3oRW9ZGPRbLRMneQ5lwflt,https://api.spotify.com/v1/tracks/3oRW9ZGPRbLRMneQ5lwflt,https://api.spotify.com/v1/audio-analysis/3oRW9ZGPRbLRMneQ5lwflt,161840,3,0,3
Calling All Angels,Chelsea Cutler ,18ogPzQRSl9oUcYUS35g7D,0.893,0.391,7,-9.046,1,0.0512,0.234,0.0,0.138,0.358,91.035,audio_features,spotify:track:18ogPzQRSl9oUcYUS35g7D,https://api.spotify.com/v1/tracks/18ogPzQRSl9oUcYUS35g7D,https://api.spotify.com/v1/audio-analysis/18ogPzQRSl9oUcYUS35g7D,184947,4,0,6
Lose Control,MEDUZA ,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387,4,0,4
Christmas Eve,Justin Bieber ,6Zztw1ERHqXAngHE8PfO6N,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657,audio_features,spotify:track:6Zztw1ERHqXAngHE8PfO6N,https://api.spotify.com/v1/tracks/6Zztw1ERHqXAngHE8PfO6N,https://api.spotify.com/v1/audio-analysis/6Zztw1ERHqXAngHE8PfO6N,223613,4,0,4
THIB,Isaiah Rashad ,3i9ef14r5QFVbe7b6YdhvU,0.71,0.586,1,-7.056,1,0.471,0.081,0.00264,0.0869,0.651,149.941,audio_features,spotify:track:3i9ef14r5QFVbe7b6YdhvU,https://api.spotify.com/v1/tracks/3i9ef14r5QFVbe7b6YdhvU,https://api.spotify.com/v1/audio-analysis/3i9ef14r5QFVbe7b6YdhvU,154517,4,0,5
Party Girl (Remix),StaySolidRocky ,0XkmeG97T4mtYlWRJcrxec,0.752,0.375,6,-10.157,0,0.204,0.533,0.0,0.175,0.591,129.995,audio_features,spotify:track:0XkmeG97T4mtYlWRJcrxec,https://api.spotify.com/v1/tracks/0XkmeG97T4mtYlWRJcrxec,https://api.spotify.com/v1/audio-analysis/0XkmeG97T4mtYlWRJcrxec,147673,4,0,4
Hard Work Pays Off,Future ,6gzIcEUuswJQGfJNPYMjjv,0.736,0.482,4,-8.242,1,0.196,0.327,0.0,0.229,0.608,140.064,audio_features,spotify:track:6gzIcEUuswJQGfJNPYMjjv,https://api.spotify.com/v1/tracks/6gzIcEUuswJQGfJNPYMjjv,https://api.spotify.com/v1/audio-analysis/6gzIcEUuswJQGfJNPYMjjv,224507,4,0,1
All Star,Lil Tecca ,62uolmVjOio9xIfwDM1ZvC,0.782,0.644,1,-5.559,0,0.162,0.265,0.0,0.122,0.434,129.972,audio_features,spotify:track:62uolmVjOio9xIfwDM1ZvC,https://api.spotify.com/v1/tracks/62uolmVjOio9xIfwDM1ZvC,https://api.spotify.com/v1/audio-analysis/62uolmVjOio9xIfwDM1ZvC,180234,4,0,4
This Could Be Us,Rae Sremmurd ,4jTiyLlOJVJj3mCr7yfPQD,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072,audio_features,spotify:track:4jTiyLlOJVJj3mCr7yfPQD,https://api.spotify.com/v1/tracks/4jTiyLlOJVJj3mCr7yfPQD,https://api.spotify.com/v1/audio-analysis/4jTiyLlOJVJj3mCr7yfPQD,206307,4,0,1
simple times,Kacey Musgraves ,1lNEXDlxVhsWaq2DLBUDgC,0.654,0.713,1,-6.484,0,0.0846,0.628,0.0,0.0837,0.694,80.043,audio_features,spotify:track:1lNEXDlxVhsWaq2DLBUDgC,https://api.spotify.com/v1/tracks/1lNEXDlxVhsWaq2DLBUDgC,https://api.spotify.com/v1/audio-analysis/1lNEXDlxVhsWaq2DLBUDgC,167120,4,0,0
The Other Side Of The Door (Taylor’s Version),Taylor Swift ,1cSFlSBdpT4F5vb1frQ231,0.432,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.167,0.629,163.936,audio_features,spotify:track:1cSFlSBdpT4F5vb1frQ231,https://api.spotify.com/v1/tracks/1cSFlSBdpT4F5vb1frQ231,https://api.spotify.com/v1/audio-analysis/1cSFlSBdpT4F5vb1frQ231,238444,4,0,3
Fly,Sugar Ray ,3uPfVXcjnpOjyzI3jb3js4,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,audio_features,spotify:track:3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/tracks/3uPfVXcjnpOjyzI3jb3js4,https://api.spotify.com/v1/audio-analysis/3uPfVXcjnpOjyzI3jb3js4,244640,4,0,6
Immortal,21 Savage ,4IO8X9W69dIQe0EC5ALXhq,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,audio_features,spotify:track:4IO8X9W69dIQe0EC5ALXhq,https://api.spotify.com/v1/tracks/4IO8X9W69dIQe0EC5ALXhq,https://api.spotify.com/v1/audio-analysis/4IO8X9W69dIQe0EC5ALXhq,254723,4,0,3
mirrorball,Taylor Swift ,0ZNU020wNYvgW84iljPkPP,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,audio_features,spotify:track:0ZNU020wNYvgW84iljPkPP,https://api.spotify.com/v1/tracks/0ZNU020wNYvgW84iljPkPP,https://api.spotify.com/v1/audio-analysis/0ZNU020wNYvgW84iljPkPP,208978,4,0,2
Worry About Me,Ellie Goulding ,0wsfdPl7p3yKjQBmHQsaDn,0.664,0.743,5,-7.114,1,0.206,0.115,0.0,0.34,0.534,161.885,audio_features,spotify:track:0wsfdPl7p3yKjQBmHQsaDn,https://api.spotify.com/v1/tracks/0wsfdPl7p3yKjQBmHQsaDn,https://api.spotify.com/v1/audio-analysis/0wsfdPl7p3yKjQBmHQsaDn,179759,4,0,3
Please Tell Me,Future ,4ANFPo7dzs2DdPuONXC9bp,0.881,0.549,10,-5.589,1,0.272,0.0091,0.0,0.137,0.202,144.019,audio_features,spotify:track:4ANFPo7dzs2DdPuONXC9bp,https://api.spotify.com/v1/tracks/4ANFPo7dzs2DdPuONXC9bp,https://api.spotify.com/v1/audio-analysis/4ANFPo7dzs2DdPuONXC9bp,204520,4,0,5
What in XXXTarnation,XXXTENTACION ,79R3qLqdbwUSYWX4cEOpbJ,0.862,0.6,7,-5.522,1,0.151,0.16,0.0,0.102,0.433,119.072,audio_features,spotify:track:79R3qLqdbwUSYWX4cEOpbJ,https://api.spotify.com/v1/tracks/79R3qLqdbwUSYWX4cEOpbJ,https://api.spotify.com/v1/audio-analysis/79R3qLqdbwUSYWX4cEOpbJ,164521,4,0,4
Frosty The Snowman,Bing Crosby ,35MqcEIVZ7svbBpRt4N30g,0.519,0.368,7,-11.622,1,0.0796,0.617,0.0,0.0859,0.854,160.37,audio_features,spotify:track:35MqcEIVZ7svbBpRt4N30g,https://api.spotify.com/v1/tracks/35MqcEIVZ7svbBpRt4N30g,https://api.spotify.com/v1/audio-analysis/35MqcEIVZ7svbBpRt4N30g,133413,4,0,3
Pharsyde,A$AP Rocky ,6J9FgTr3z44Bw6ABeVL415,0.642,0.56,7,-15.123,1,0.0848,0.0541,0.752,0.131,0.499,130.003,audio_features,spotify:track:6J9FgTr3z44Bw6ABeVL415,https://api.spotify.com/v1/tracks/6J9FgTr3z44Bw6ABeVL415,https://api.spotify.com/v1/audio-analysis/6J9FgTr3z44Bw6ABeVL415,222333,4,0,4
Pop Style,Drake ,5mPSyjLatqB00IkPqRlbTE,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,audio_features,spotify:track:5mPSyjLatqB00IkPqRlbTE,https://api.spotify.com/v1/tracks/5mPSyjLatqB00IkPqRlbTE,https://api.spotify.com/v1/audio-analysis/5mPSyjLatqB00IkPqRlbTE,212947,4,0,1
NEVER AGAIN,PARTYNEXTDOOR ,4WSzt0Tdm6ziMxwfadYQk5,0.652,0.412,5,-8.341,0,0.043,0.0995,0.00383,0.123,0.0394,82.012,audio_features,spotify:track:4WSzt0Tdm6ziMxwfadYQk5,https://api.spotify.com/v1/tracks/4WSzt0Tdm6ziMxwfadYQk5,https://api.spotify.com/v1/audio-analysis/4WSzt0Tdm6ziMxwfadYQk5,232549,4,0,0
The Fighter,Keith Urban ,5OUSPcqhYTOzpbXzoEvKim,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,audio_features,spotify:track:5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/audio-analysis/5OUSPcqhYTOzpbXzoEvKim,184040,4,0,1
Provider,Frank Ocean ,6R6ihJhRbgu7JxJKIbW57w,0.654,0.325,2,-11.925,1,0.282,0.74,2.14e-05,0.152,0.39,139.886,audio_features,spotify:track:6R6ihJhRbgu7JxJKIbW57w,https://api.spotify.com/v1/tracks/6R6ihJhRbgu7JxJKIbW57w,https://api.spotify.com/v1/audio-analysis/6R6ihJhRbgu7JxJKIbW57w,243238,4,0,1
You're Welcome,Dwayne Johnson ,6U4VqEHy4n5VeiH4pQPL24,0.788,0.745,5,-7.072,1,0.258,0.29,0.0,0.0373,0.672,135.278,audio_features,spotify:track:6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/tracks/6U4VqEHy4n5VeiH4pQPL24,https://api.spotify.com/v1/audio-analysis/6U4VqEHy4n5VeiH4pQPL24,163893,4,0,1
OMG,Camila Cabello ,4xBjsLUSjcx2h7PcRikpQp,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,audio_features,spotify:track:4xBjsLUSjcx2h7PcRikpQp,https://api.spotify.com/v1/tracks/4xBjsLUSjcx2h7PcRikpQp,https://api.spotify.com/v1/audio-analysis/4xBjsLUSjcx2h7PcRikpQp,228893,4,0,1
Stinkfist,TOOL ,0pwObEOHolQZSldJ2q1wpy,0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441,audio_features,spotify:track:0pwObEOHolQZSldJ2q1wpy,https://api.spotify.com/v1/tracks/0pwObEOHolQZSldJ2q1wpy,https://api.spotify.com/v1/audio-analysis/0pwObEOHolQZSldJ2q1wpy,312120,4,0,3
You Don’t Know Me,Summer Walker ,7gpIj4wMeTKptFxetrNKzY,0.501,0.264,11,-9.409,0,0.0414,0.71,0.0,0.102,0.495,75.28,audio_features,spotify:track:7gpIj4wMeTKptFxetrNKzY,https://api.spotify.com/v1/tracks/7gpIj4wMeTKptFxetrNKzY,https://api.spotify.com/v1/audio-analysis/7gpIj4wMeTKptFxetrNKzY,200473,4,0,0
Before I Knew It,Mason Ramsey ,3cqWSJzuxZCsglpaxWtosT,0.632,0.875,2,-3.237,1,0.0367,0.216,5.55e-06,0.385,0.801,133.006,audio_features,spotify:track:3cqWSJzuxZCsglpaxWtosT,https://api.spotify.com/v1/tracks/3cqWSJzuxZCsglpaxWtosT,https://api.spotify.com/v1/audio-analysis/3cqWSJzuxZCsglpaxWtosT,201973,4,0,1
LET'S PRAY,DJ Khaled ,67QVeMvttYHbB1Zuvh0cn6,0.62,0.753,1,-7.203,1,0.0424,0.00385,9.4e-06,0.111,0.0711,156.933,audio_features,spotify:track:67QVeMvttYHbB1Zuvh0cn6,https://api.spotify.com/v1/tracks/67QVeMvttYHbB1Zuvh0cn6,https://api.spotify.com/v1/audio-analysis/67QVeMvttYHbB1Zuvh0cn6,158979,4,0,5
We Go High,Chance the Rapper ,01GmGxOPy22EdAZGC0X6q1,0.657,0.644,5,-5.698,0,0.363,0.802,0.0,0.101,0.567,85.283,audio_features,spotify:track:01GmGxOPy22EdAZGC0X6q1,https://api.spotify.com/v1/tracks/01GmGxOPy22EdAZGC0X6q1,https://api.spotify.com/v1/audio-analysis/01GmGxOPy22EdAZGC0X6q1,299168,4,0,0
Winter Things,Ariana Grande ,1jhljxXlHw8K9rezXKrnow,0.639,0.219,0,-10.204,1,0.0717,0.93,0.0,0.227,0.797,74.739,audio_features,spotify:track:1jhljxXlHw8K9rezXKrnow,https://api.spotify.com/v1/tracks/1jhljxXlHw8K9rezXKrnow,https://api.spotify.com/v1/audio-analysis/1jhljxXlHw8K9rezXKrnow,158720,4,0,0
Foreword,"Tyler, The Creator ",33i3xxHB4YSYGYbtJrwwO8,0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025,audio_features,spotify:track:33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/tracks/33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/audio-analysis/33i3xxHB4YSYGYbtJrwwO8,194080,4,0,6
Superstar (Taylor’s Version),Taylor Swift ,51A8eKvvZz9uydvIZ7xRSV,0.454,0.555,2,-6.69,1,0.0283,0.157,0.0,0.343,0.171,171.862,audio_features,spotify:track:51A8eKvvZz9uydvIZ7xRSV,https://api.spotify.com/v1/tracks/51A8eKvvZz9uydvIZ7xRSV,https://api.spotify.com/v1/audio-analysis/51A8eKvvZz9uydvIZ7xRSV,263865,4,0,3
DO DAT,Stunna 4 Vegas ,6eluAsb2ONjZ6tXFp062LZ,0.887,0.601,1,-6.301,1,0.434,0.0212,0.0,0.184,0.694,134.91,audio_features,spotify:track:6eluAsb2ONjZ6tXFp062LZ,https://api.spotify.com/v1/tracks/6eluAsb2ONjZ6tXFp062LZ,https://api.spotify.com/v1/audio-analysis/6eluAsb2ONjZ6tXFp062LZ,175653,3,0,1
EARFQUAKE,"Tyler, The Creator ",5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,0,0
Naughty List,Liam Payne ,2Y0ktCGrGoGcQFXsGztvhi,0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966,audio_features,spotify:track:2Y0ktCGrGoGcQFXsGztvhi,https://api.spotify.com/v1/tracks/2Y0ktCGrGoGcQFXsGztvhi,https://api.spotify.com/v1/audio-analysis/2Y0ktCGrGoGcQFXsGztvhi,154747,4,0,0
Respect The Game,Meek Mill ,6pUBrvKfJL4qmn95mxU7rC,0.603,0.67,2,-4.809,1,0.25,0.0871,0.0,0.326,0.159,89.842,audio_features,spotify:track:6pUBrvKfJL4qmn95mxU7rC,https://api.spotify.com/v1/tracks/6pUBrvKfJL4qmn95mxU7rC,https://api.spotify.com/v1/audio-analysis/6pUBrvKfJL4qmn95mxU7rC,192099,4,0,6
Gassed Up,Nebu Kiniza ,6JjEVlMkfHWMeYavkEYzNO,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88,audio_features,spotify:track:6JjEVlMkfHWMeYavkEYzNO,https://api.spotify.com/v1/tracks/6JjEVlMkfHWMeYavkEYzNO,https://api.spotify.com/v1/audio-analysis/6JjEVlMkfHWMeYavkEYzNO,193911,3,0,5
good day,21 Savage ,2LqoYvMudv9xoTqNLFKILj,0.966,0.519,1,-5.682,1,0.306,0.00359,0.0,0.254,0.119,122.195,audio_features,spotify:track:2LqoYvMudv9xoTqNLFKILj,https://api.spotify.com/v1/tracks/2LqoYvMudv9xoTqNLFKILj,https://api.spotify.com/v1/audio-analysis/2LqoYvMudv9xoTqNLFKILj,242448,4,0,4
Bad Liar,Selena Gomez ,2fZQIJew3nkNe99s2PKzul,0.965,0.414,1,-6.408,1,0.0713,0.189,0.0,0.0767,0.728,121.032,audio_features,spotify:track:2fZQIJew3nkNe99s2PKzul,https://api.spotify.com/v1/tracks/2fZQIJew3nkNe99s2PKzul,https://api.spotify.com/v1/audio-analysis/2fZQIJew3nkNe99s2PKzul,214648,4,0,4
Type Shit,Migos ,4N4wemxs9Em6nJ5kXTjEsS,0.772,0.535,1,-7.41,1,0.231,0.038,1.24e-06,0.161,0.207,76.065,audio_features,spotify:track:4N4wemxs9Em6nJ5kXTjEsS,https://api.spotify.com/v1/tracks/4N4wemxs9Em6nJ5kXTjEsS,https://api.spotify.com/v1/audio-analysis/4N4wemxs9Em6nJ5kXTjEsS,189512,4,0,0
Cruise Ship,Young Thug ,3C4FUqrrjuvWoHwsumWfIu,0.793,0.742,0,-6.185,1,0.21,0.0107,0.0,0.119,0.21,150.076,audio_features,spotify:track:3C4FUqrrjuvWoHwsumWfIu,https://api.spotify.com/v1/tracks/3C4FUqrrjuvWoHwsumWfIu,https://api.spotify.com/v1/audio-analysis/3C4FUqrrjuvWoHwsumWfIu,166467,4,0,5
What Went Down,Foals ,78tgXRq9Q6tPNP9hKCpgwB,0.231,0.919,2,-6.182,0,0.0722,0.00313,0.00442,0.0643,0.128,146.94,audio_features,spotify:track:78tgXRq9Q6tPNP9hKCpgwB,https://api.spotify.com/v1/tracks/78tgXRq9Q6tPNP9hKCpgwB,https://api.spotify.com/v1/audio-analysis/78tgXRq9Q6tPNP9hKCpgwB,300720,4,0,5
I'm Not Goin',Gucci Mane ,79GYAkpRIEXZEEKSqufbj8,0.836,0.528,2,-5.855,1,0.31,0.167,0.0,0.11,0.329,131.117,audio_features,spotify:track:79GYAkpRIEXZEEKSqufbj8,https://api.spotify.com/v1/tracks/79GYAkpRIEXZEEKSqufbj8,https://api.spotify.com/v1/audio-analysis/79GYAkpRIEXZEEKSqufbj8,196412,4,0,4
Otro Trago,Sech ,4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,audio_features,spotify:track:4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/tracks/4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/audio-analysis/4bTZeO72FwMa6wKOiqoynL,287773,4,0,3
Hate Me,Lil Peep ,2FoRvrNWBtrJiSgIjmivKG,0.328,0.619,0,-7.136,1,0.282,0.266,1.95e-06,0.178,0.405,67.153,audio_features,spotify:track:2FoRvrNWBtrJiSgIjmivKG,https://api.spotify.com/v1/tracks/2FoRvrNWBtrJiSgIjmivKG,https://api.spotify.com/v1/audio-analysis/2FoRvrNWBtrJiSgIjmivKG,180600,4,0,0
